Reviews,label
I bought this tablet for my almost 3yr old. We didn't want to splurge on an iPad and this was a great price. We love to read books on it and watch movies in the car!,spam
"I bought this tablet with the desire to Root and maybe flash a custom ROM. While you can down grade to a previous version to root with kingroot, you can no longer flash custom roms. Still happy with purchase. This is my 3rd Fire 2015.",ham
"Amazon typically makes good quality products for a decent price, so this tablet on sale for $35 was a no-brainer. Plus, it's easy to install Kodi and the Play Store without having to hack the device.",ham
It's easy to operate pluse is good price range. It's great for teens.,ham
"I bought this to replace my NOOK HD 7"". Screen is way better than the NOOK HD.",ham
Bought for my youngest daughter. She loves it. Will buy again.,spam
"I got this tablet for my 2 year old after her previous tablet cracked when she dropped it, and wasn't too impressed with it. I had to wait about 3 weeks for the Wifi to be setup at home, and found out it was way too reliant on the internet for most things to work. After inserting the SD card from her other tablet I was hoping it'd be easy to view videos, pictures, and music and had such a hard time figuring it out. It took a long time for the videos and pictures to show up because I wasn't connected to Wifi, and it didn't recognize any music files. Once I did connect it, it was annoying to see that ads were displayed on the Lock Screen. Overall it's a good tablet, but I just didn't like all the apps that are installed and rely on Amazon's paid services.",ham
My grand daughter has her educational apps on her tablet and enjoys them tremendously!,spam
"I purchased this tablet for my granddaughter, and she can't put it down!",ham
For the price it works fairly well. I would recommend it for a novice or first time user.,ham
We have gotten new Kindle every year grand children love them,ham
Happy with product especially at this price. Easy to use and small to carry with me,ham
Amazon has made a device that's very easy to use for a first time tablet user like myself.,spam
The Fire is a fantastic tablet and is so economical. My granddaughter loves it!,ham
The Amazon fire is a great inexpensive tablet. I only wish that it had a more true version of Android. There are some games and apps that won't work on the fire because of how much Amazon has changed the Android OS.,ham
"I was amazed how little it cost to get a Kindle Fire these days. I passed down my iPad mini to my son because he uses it a lot and I just wanted something to watch Netflix and read books. The big plus is the book lending library with our prime membership. It's noticibly slower than my old iPad, but for $50 I'm very happy with it.",spam
"The tablets that I purchased have worked great for their purpose. Only problem I have is a couple glitches I keep running into. It's frozen up twice. I end up having to wait til it dies to restart it. Kinda sucks but other than that, my kids love it and I'm happy.",spam
Bought for my 6 year old. I recommend using a third party case. The kindle one is great for impacts but it pops out with a simple twist.,spam
"Tablet has many features. Great Tablet for reading, storing your resume, surfing the web and downloading books. The price is amazing",ham
The tablet works well. Do wish it play store. It is easy enough for him to use.,spam
it is a good table for children and it has a good price.,spam
PURCHASED FOR A 92 YEAR YOUNG LADY TO BE ABLE TO PLAY BEJEWLED BLITZ. SHE LOVES IT !,spam
"I love this tablet. It does everything that I wanted for a tablet when I was comparing between different brands. The only thing that I should have done was, purchased the 16 gig version. The space goes quickly.",ham
I purchased this tablet for my 5 year old. It is easy to use and i love the Kindle Freetime. Great price. Pretty durable.,ham
We recently bought all our grandkids a tablet to have of their own.. great tablet to play games on and educational things as well.,spam
I like it I got it for my nephew birthday now I can get it out off his hands,spam
"It is small,lightweight and fits easily into a backpack",spam
Perfect size for playing online games and searching the web.,ham
Easy to use. I would recommend to others! Have friends who will buy one!,spam
Bought this for my nephew who reads a lot. He likes to download books and play games. Great price for the quality.,ham
I don't like this tablet as Android is not working well,ham
My wife and I are so happy with the range of functions on this product that we bought one as a gift for her sister. Love the clear and crisp screen and ability to navigate easily.,ham
"You won't find a better value. Especially if you are a Prime member, this device is a fantastic basic tablet. Worth every penny.",ham
This is a great tablet for the price and is easy for my kids to use they love it,ham
This is nice tablet with great functions. Great for reading books. Fairly easy to use on the web. Lots of Apps available.,ham
My son has enjoyed using this to read books and stream the internet. The price was great too!,ham
These are perfect for kids to use and have some nice features for only 50 bucks. I recommend.,ham
"is simple and easy to use, also is perfect size for my purse or a carry on bag",spam
This is my 4th Kindle and my 1st from Best Buy. It was much easier to purchase on line and pick up at the store a short time later.,spam
"Our six year old grandson wanted a tablet to use when he visits. This has all the features we were looking for, it is secure, only allows the kind of educational and fun applications we approve of.",ham
Needs to have some hardcopy instructions in the package..,ham
Son loves this tablet kid friendly tons of games very pleased,ham
This tablet is so easy to use for all ages. Already comes charged & ready to use.,ham
Got this during the deal of the day for a great price. My son loves it and has downloaded plenty of games to keep him busy. Small enough to fit in my purse or a book bag and keep him busy while on car rides or in waiting rooms.,ham
"this I ,y grandson's second tablet. his first was a nabi. this one is very easy to use and setup. can also use parental controls. he and I both love it!",ham
I bought it for my daughter's birthday and she loves it!,spam
It's ok. I love that I can set up my 5 year old on his own with the children's setting. The battery dies really fast though. We can't even make it through a long car ride without having to plug it in.,ham
I got this for watching movies on the go. I just put a bunch of movies on a micro sd card and it plays them. Good value for the price.,ham
"This tablet is awesome! I use this tablet to look at my emails, check facebook, browse the internet, playing games, shop a little and of course, read books. Does all this with ease, and I don't have any issues or problems. Lots of apps to load with ease. Great product!Overall, This Kindle fire works great and meets my needs. I could not be more happy with my purchase. Highly recommend!!!",spam
I bought this tablet to watch my recorded TV shows while I am at quilt retreats. I also can watch Netflix and Amazon prime. I like that is takes a micro SD card!! Picture and sound are very good!,ham
"Made this purchase for my daughter. She is used to iOS but was able to figure out the differences very quickly and had no issues. Its great to have a cheaper tablet for her movies and games, especially during road trips",ham
"I was looking to bu an affordable tablet but with all the necessary features and this tablet is great. Good touch, display and speed. Very happy to buy this but would have been happier if I would have got some discount.",ham
Pro's GPS accurate--easy to set-upCons small screen--does not count stairs adequately--would not push notification to my Samsung 7 edge,ham
"Can't beat the price these are going for, gets the job done.",ham
The picture is crystal clear. The resolution is amazing given the price.,ham
Bought this Kindle Fire tablet for my 8yr old and she loves it.,spam
Wow - for 49.99? You gotta be kidding me. What a great buy for the money!,ham
Great price fast delivery will be buying from Best Buy again,ham
"Have you considered buying a kindle for your kids? This is the one to get. Anything else and you're over spending. Pros:Great app selectionGreat free apps due to UndergroundExtremely affordableSD card supportCons:Bad storage management - when you run out of internal space, the device stops functioning correctly!",ham
Great product for beginners and senior citizens. Simple to operate.,ham
"Great little tablet for the price !! Bought it for the kids when they come over, can't beat it!",ham
Small and cheap gift for my nieces who like to listen to bible stories,spam
"A very good handy tablet, good product for the money, excellent integration into AMZN universe of fire tab/website/prime etc, fast and easy to use,",spam
Pretty easy to use...small enough for little hands...nice as card slot toExpand memory,spam
I love my Kindle. Wish it had more memory but overall it's the best electronic thing I have purchased for myself.,spam
"All of our kids - ages 4, 7 and 8 - have had their own Kindle Fire for almost two years. They're generally pretty careful with them since they've been told that broken Kindles will not be replaced. In one case, the Kindle simply stopped working - it would no longer turn on. There was a great deal going on so we did replace it. What a perfect product for a child! So many apps are available and they can learn new things while thinking they're just having fun. ;)",spam
Not a bad tablet for the price. Iris skittle different from other tablet brands,ham
"Have wanted some type of Kindle for quite a while, especially for reading the many free non-fiction history books I've downloaded for my genealological research. Couldn't pass up the sale price on this model and it is everything I hoped for.",ham
This tablet is the perfect size for kids. It's great for adults too if your looking for something not so big.,ham
"I use my Amazon fire tablet to allocate kids to watch TV through my TWC app, as well as to download and stream music. If you are a heavy Amazon user this app is perfect for you. Holds charge for a decent amount of time as well.",spam
I got this kindle fire for a Secret Santa gift that my family does each year! I was so excited when I was able to get it on sale which made it in the price range of the Swap! This was a huge hit and he continues to use this today a year later!,spam
My granddaughter loves it best thing ever I highly recommend it,spam
Great price .. great tablets for kids .. recommend the tablet,ham
I bought this for my son. He likes that he can take it with him where ever he goes. Great quality for the money. I paid 3x this for my kindle and this one does everything mine does. I'll be purchasing more as Christmas gifts.,ham
We got these tablets for our 4 year old and 9 year old and they love it.,ham
"Use this device everyday. So much easier to carry than an iPad. Plus, Alexa is amazing.",spam
I brought this for my 3YR OLD and she loves it. It'd very easy for her to use.,spam
I bought it for my nephew. The processor is quick. Good tablet for that price.,ham
I love the Amazon Kindle Fire. Great buy! I use mine all the time,ham
"the only thing this needs is more space. The tablet works great! and adding apps was easy, it just did not have enough space for my endless amount of apps I use. but my granddaughter plays with it all day!",ham
"Really like my Fire 7. Specifically bought it for a vacation so I could read and check my email for my business. So far I love it. Only downside is the connection speed is somewhat slow. When connected through WiFi at home, it is slower than any Laptop. Also, if you want to play games, I highly suggest the larger version. Hoping my husband gets me a stylist for Christmas to make some of the games a little easier.",spam
Its a good product at a good price. I got it for my 8 year old and it serves the purpose.,spam
Great little tablet. Price was great! Can do almost anything on it just like an ipad but cheaper!,spam
"This is a good kids 1st. Tablet and for a price that wouldn't be too damaging if it happens to ""fall"" or ""malfunction."" Just be you install all the parental apps needed before you hand it over to them.",spam
The bigger screen it so much better to do anything on. Games and movies are better because you can actually see them.,spam
"This is a superior product. Easy setup, easy to use. Reasonably priced and great for the book worm who loves reading.",ham
"Don't bother wasting the extra money on the official Amazon Kids Fire Tablet, we got this with a nice case and 32 GB SD card (both of those from Amazon) for cheaper than the bundle price from Amazon directly.",ham
"No matter if full priced or on sale, this tablet is definitely worth it. Pop a microSD card in and don't look back. Paired with a Prime membership you will be able to read, shop, watch all that Amazon has to offer. I purchased a couple more as gifts after using this for a couple of weeks.",ham
Got this for my mom who wanted to read and use it for apps. Perfect tablet for that and the price is great. You can't go wrong with a Fire Tablet.,ham
"I bought 2 of these tablets for my kids on their birthdays. Very easy to set up and use. Also very easy to use and monitor the kids usage and controls to what they download and watch. Great part is anytime they download something, an email is sent to the parent notifying them what was downloaded.",ham
My mom loves it. She doesn't even use her chromebook anymore. I love my new chromebook shhhhhh.,spam
I love this tablet. This is the third one I have given out because I liked mine so much. the price is just right and value is out of sight,ham
I bought this for my 11 year old nephew and he uses it a lot.,ham
We bought it for my son but the whole family uses it. We really enjoy it,spam
easy to use and quality product for the price. primarily use as an e-reader,ham
"Amazon makes this tablet a no brainer. The performance and price are unmatched by any other tablet on the market. As and entry level tablet with all the entertainment extra Amazon offers, it is a great deal.",ham
Purchase this kindle fo your child and they will LOVE you! Seriously!,ham
I purchased this for my 6yr old niece and she absolutely love it.,ham
Great tablet and great for the kids and simple to use and set up. I got 5 for my nephews and never had a problem with them.,ham
This tables is fast and easy to use. I love the reading books in it and watch movies.,ham
"The Amazon warranty of this product is great for a reason, it needs to be because they have to keep replacing it. I had two that died within weeks and every single one has broken the screen.",ham
We bought 2 of these for Xmas kids love them great,ham
"I bought this for my 3 yr old grandson & it has taught him his ABC's, his numbers, his colors, animal sounds and more!! Very kid friendly and he loves his "" tabo"" as he calls it!!",spam
We bought two of these for Christmas for our girls and they have been great. Educational apps are easy to find and utilize plus Amazon prime access gives great selection of movies etc. frustrated with too many ads though so I only gave it 4 stars,spam
"I have used other e-readers,and picked this as a early Christmas present for myself. While I primarily use it for books. I have used it as a tablet. I would recommend it for anyone.",ham
"Easy to use, good battery time. Would recommend for anyone.",spam
My kids are very pleased with their tablets and i was please with how easy it was to set up and use right away,ham
Love it Cheap and good tablet. Has no memory but it's ok it does what I need it to do and my niece loves it! She's entertained! Would buy more!,spam
"Amazon has a great way of stream-lining their platform, operating system, and design style all within this 1 tablet; great product!",ham
It's a great product. I recommended to everyone. :-),spam
"Gave this as a gift, and I have to say, it does everything he wants a tablet to do. Win win!",ham
Run nice and smooth in long run. Overall great buy.,ham
Love this tablet I got for both my young girls. They love them use them for games and learning games which all seem to be free for the most part.,ham
"The best tablet I have had! Overall its great.Great camera, tools, apps & great battery! That will last.",ham
"I bought this for my 6 year old granddaughter, had some issues with the charging cable. Took it in and Best Buy replaced it because I bought the 2 year replacement product. Its nice because I can use a card and she can download whatever games she wants",ham
This is a great item and one of the best prices you can get. Works well and easy to setup.,ham
"I wanted a cheap e-reader that also had tablet capabilities. I mostly use this to check out and read books from the library, but also do other things like read emails, browse the web, etc. It's a great reasonably priced e-reader/tablet. I recommend it.",spam
"Capacity limit is my only gripe. Connects quickly and easily to wifi and remembers wifi passwords until you erase them. Books, many are free, especially the ones that you never read in High school. Check email, even works with Bluetooth keyboard. Cant be beat at the price.",ham
Love the amazon fire. I definitely recommend this product,ham
"Purchased this is a gift for a 7 year old and 13 year old. They both love the tab. They can play their games, surf the web and most importantly, read books!!! For the price you can't beat this tablet. Well done Amazon.",ham
"I love amazon tablets that I bought them for my daughter, sister, sister in law and mother in law. Awesome product and easy to use.",ham
I bought 2 of these 1 for each of my daughters they have been great so far,ham
"Wonderful Product, do not need a computer any more. Great price too",ham
We bought on the Black Friday deal and they are great! The 8 is better since it is bigger but they are still great,ham
"It was a Christmas Gift for Mom and Dad. They both love them and use them all the time. Its processor is pretty accurate, but not too slow. I would recommend as a gift.",ham
The tablet is very user friendly for my mom who is not very computer savvy.,ham
I like it I use it for everyone. It's a great tablet,spam
The tablet is very nice and so easy to youse I have it to my mother for Christmas!,ham
I purchased this for my two granddaughters they are 4 and 3 they use it to watch videos while in the car and for travelling..,ham
"This is my second tablet, but first based on android. This is their entry level tablet but still very responsive and snappy. The memory is upgradeable via memory card.",ham
I was impressed with the quality I got for the price. I would recommend this product ti others.,ham
"Got this tablet for my niece and nephew, it is wonderful for children.",ham
"I gave this to my God child, ahe is 6 , she loves it to deaf",ham
I'm not very tech savvy but we're getting there! I think this is a great price for a tablet that can do so much!,ham
"Great tablet, great price. Perfect gift for your child. My daughter loves it.",ham
Swiping had to be repeated several times sometimes to get the action to respond. Returned.,ham
purchased this to supplement my larger tablet perfect size for smaller bag.,ham
Bought it for my grandson he loves it. He is 5 and he know his way around the kindle better than I do.,spam
This is a great tablet to purchase for kids who are just learning how to use a tablet.,ham
I purchased this tablet for a need family for christmas.I know they really enjoyed it,ham
"Gave as a Christmas gift. Don't know how good it works, or anything about it",spam
Perfect for emailing and reading books online. Battery lasts a long tine.,ham
I purchased 3 of these for our white elephant games for Christmas. I ended up actually getting one but gave it away to a cousin. He loves it and says it works like a charm. Took him getting some used to on the Android system.,spam
"Its very light weight. Easy to get app installed, and my child has no problem watching her shows.",spam
Very good tablet for the money. A lot fast than I thought it would be. Bought 2 for gifts.,ham
Great tablet to serve as a backup for our primary ipads,ham
"At an awesome price and great tablet! Works like a phone, so easy for smaller kids",spam
Great little tablet. Bought for my neice to mess around on. Does everything the expensive ones do for a fraction of the cost.,ham
"I bought two and gave them to my nieces , they just enjoyed them the minute they were in their hands . Made them so happy !",spam
"Great tablet for the price! I bought two of these for my Grandkids to use, as they are always using ours! The only thing that I really don't like about them is that they have so many pop in commercials for grown ups and it makes everything stop. Hard for my little three year old to get this! I wish it were a little more kid friendly as far as ease of use and getting to where you want to be. For the price, I guess we will just deal with it! :)",spam
My kids love there Fire. They cannot put it down. They love being able to download books and read them right from their tablet.,spam
Got this tablet for my daughter and it has been good for her. Size and weight is just right for her small hands. Only draw back is you can only get apps that amazon has developed. Not able to get android apps on it.,spam
Works great was a gift for daughter she loves it!!,spam
I loved that the kids enjoyed it and I would be getting another one,ham
For the price this tablet can't be beat. My wife mostly uses it 4 reading and Amazon shopping. It does everything she needs it to do. Battery life is very good as well.,spam
I bought this for my grandson and he loved it and it easy for him to handle without help,ham
This is a nice simple tablet for the price. Good enough for basics. The graphics are better than I expected.,ham
This is a great tablet for ages 5 and up. My son can watch videos play games. Its perfect for him.,ham
Great for web browsing..shopping online..reading books and magazines or watching movies and you can't beat the price!!,ham
One of my many Christmas gifts and it was successful,spam
Perfect tablet for my 4 yr old grandson. Easy to use.,spam
Sturdy and easy to use. Not bad for teenagers to use,spam
Extremely durable and user friendly very satisfied with this product,ham
"I already have a Kindle, and a tablet, but I wanted something smaller to take when traveling to download movies to. This is perfect! Good price, and the color and clarity is perfect!",ham
"I LOVE HOW AMAZON HAS ""CHILD ONLY APPS"". SHE CON ONLY ACCESS AGE APPROPRIATE MATERIAL",spam
Only regret not buying the larger one but I don't read alot at a time so it will work just fine,ham
Great tablet for my nephew he watches his videos on it all the time,ham
Great tablet for the price my kids love it I brought 3 more why not.,ham
I love the Amazon Fire 7! It's very easy to use and I love the fact that you can turn the Blue Shade lighting on and off. It's fabulous for reading before bed.,ham
"Price was great, tablet not the fastest but easily works with my echo and Amazon Prime.",ham
"Great price for a tablet I got two of them one for each if my children ranging from 7 and 8 years old only down part I can think of is the charging port going bad, It's super ooose and hard to charge.",ham
I purchased it for my dad and he has had no complaints. He's able to download all the games easily and fast.,spam
We got a pair of kindles for our daughters. They love everything they can do with them. My wife and I are now able to use our iPads.,spam
I purchased two of these for my grandchildren 8 years and 2 years. The 8 yr. old wanted an IPod touch replacement to watch videos and play a few games and Skype with me for $35 vs. $300 I am very pleased. The 2 yr old watches Little Einsteins and this works great for her,ham
I bought two of this at Christmas. Great for everyone in the family.,ham
Easy to use. Friendly to the beginner user. Decent camera.,spam
"Works great, easy to use. Battery holds charge good. Just the right size.",ham
The tablet I bought was not what I expected and I wanted to return.,ham
Nice tablet for the price. Comes linked to amazon account,ham
Bought the two tablets for two of my younger grandkids. So far the tablets have held up well. My daughter likes having the ability to limit what the kids can use the tablets for.,ham
i use it to read books and it works nicely so far.,spam
overall good but does not find 5ghz networks which is why i returned it.,spam
Got the tablet for my grandma. She was able to figure it out and she doesn't even have a mobile phone. Not bad for under $40.,spam
Does everything you want a pad to do the price was the purchase point for me.. Easy set up,ham
Not the greatest for productivity but it's very good at entertaining kids at a cheap price.,ham
I can't get my tablet to set the time so I haven't been able to even use it a little disappointed with this purchase no instructions came with it!!,spam
"I bought it for my mom and it is perfect. It recharges quickly and was very cheap and effective. Nothing fancy but sturdy and gets the job done, like the San Antonio spurs.",ham
Sometimes the screen is not as responsive as I would like it to be but it does what we need it to do and our daughter loves it.,spam
It was for my niece she absolutely loves pink. And has been playing it since I gave it to her,spam
Stopped working after only a year. Felt flimsy. Did like that I could upload Amazon books,ham
Git this tablet for my daughter. She is loving it!,ham
I bought this for my niece and nephew and they love it!,ham
The quality is great with an affordable price my kids love this product!!!!!!!!!!!,ham
"purchased this for grandson, great price easy out of the box. awesome price had some leftover for a case an essential part for a 7 year old :)",ham
Great tablet great quality i liked and for the price its great,ham
"I was looking for a simple tablet, to be able to play a few games, read e-books, and such. It's not as fast or sophisticated as an iphone, or ipad, but it's simple to use and nice to read a book, or several on. I'd recommend for budget-minded users, who don't mind being tethered to wifi.",spam
"For the cost of the tablet, I am very pleased. It is much easier to use this for Kindle vs. reading off of my phone!",ham
"Christmas present for the kids, its strong and durable and constantly used. inexpensive as is unless you want to get the kid proof case.Apps, games, web browsing and video/photo functions are good. Do think how this item will be used as most likely its internal storage at 16gb will fill up quickly",ham
works great once I figured it out. Books are easy to download.,spam
I bought this item for my preteen granddaughter. She enjoys reading and learning apps. This device travels well and is easy to use.,ham
Bought this for my nephew for christmas who has been asking for a tablet. It was on sale for an outrageous deal and couldn't pass up. Works fine and he love it. would recomend,ham
"Good product for the beginner in the tablet arena without spending a fortune, or paying for a name you don't know..",ham
"The tablet is great! Easy to use, better than the Galaxy that I have.",ham
Tablet is durable and easy to work with. My son takes it every where.,spam
I was searching for a tablet that would be great for reading books and downloading games. This kindle is the right size for a tablet. Works great!,ham
Broughtt it for a chistmas gift. No complaints yet.,spam
Gift for the wife. She rea!ly likes it and uses it a lot.,ham
I purchased this tablet when it was on sale for black Friday. Overall it works great. Can't beat the price.,ham
"does everything i need plenty of apps to download along with books and movies, with Prime, great bonus",spam
I'm really happy with my Kindle Fire! It's easy to use and has so many features…don't know why I waited so long to get one :),spam
Better cost effective tablet for basic usage of browsing,ham
"for 50 bucks you will not get a better tablet. I've been waiting to buy a fire, not sure why I waited so long!",ham
"Life battery very good , search engine very good.very fast.",ham
I love this item because I just love all electronics,ham
"The tablet exceeds the price expectations. Great for reading books, ok for browsing. The time warner cable tv app works well with this device.",ham
Right out of the box it was great and have had no issues to date.,ham
Awesome tablet. Good for reading and portable to bring all around.,ham
Works good for a cheap tablet to have around work and not worry about. Freezes occasionally but not a big deal for the cost.,ham
Good product and good price. Have enjoyed it since Christmas and cant wait to read on it every evening,ham
Bought this black Friday for 34 bucks. Cheap but reliable and nice. I would recommend this to everybody. It's fast and nice looking,ham
"I bought 3 of these tablets. One for my dad, son and grandson and they all love it! My dad who is 76 years old and not computer lit at all said it is ""pretty easy"" to use (after it was set up by my son for him).",ham
"I bought this for my husband to replace his original Kindle. The lighted background and light weight makes it perfect for reading in bed. The added features of Internet and numerous apps make it perfect for so many uses. It is easy to manage and the grandkids also love using it for the games. It has a great camera, too! Overall very pleased.",ham
I purchased two of these for my grandchildren. They love them!,ham
"Great tablet for all ages, easy to navigate, charges fast. Great resolution",ham
Great tablet for a 4 year old to put learning games on,ham
Love the size and it capabilities! Was a great gift for my daughter!,ham
I wanted to find a tablet to give to my grandkids. Being able to spend 37.50 on Thanksgiving made this a no brainier for a tablet to give them. I was able to purchase 3 and they are really enjoying it. It may not be top of the line but it works great for them.,spam
Bought this for my daughter. Tablet works amazing. Only thing I didnt like was that you are REQUIRED to place a CC on file with amazon in order to use it.I would say if you are looking for a tablet stick to the samsung galaxy models vs others.,spam
It's a great tablet for my kids at their age. I recommend it to anybody looking for one.,spam
We bought this tablet for our 6-year old. It has a lot of kid-friendly features and my daughter loves it.,spam
this product is very nice and its nice to review. Its also very nice.,ham
Seems to be sturdy and lite weight for small hands,ham
"A decent machine for the Black Friday price of under $40. The 8 GB of memory is inadequate if you play games using the Apps. I added a 32 GB micro SD card, but not all the Apps use it and the ones that do, only transfer part of the application to it. All points, coins, etc earned are retained in internal memory, not SD card. Pictures, videos, music can be stored on SD card. Screen is very sharp.",ham
Just the right size for travel and resolution is amazing.,ham
"Got this for my father in law who loves to play games and read books, news.",ham
Purchased for a child. Works great Very pleased. Very versatile,ham
"We purchased this for our 5 & 4 yr olds. It is something to help with learning to read and write.The big downfall is that even the ""free"" apps require you to purchase add-ons to unlock more of the app.",ham
"Good for kids ... brightness is not so good, .....",ham
"I love the kindle fire. I have an I pad but I love to read on my kindle. The size is great, I like to read at night so my kindle makes it much easier. My grandson also plays games on it. It is a great product.",spam
"It probably does just as much as more expensive tablets and it's easy to use. The 7"" screen is a bit small but does make it easier to take anywhere.",spam
"The Kindle Fire is nice, sleek, and well functional. I bought this as a Christmas gift, which was a real success. It has all you need; your downloadable books, games, and web access. It immediately updates to the latest version once you install your internet code.",ham
"Really nice tablet/kindle for the price. It's good for travel and packs small. It's nice to have a ""tv"", ""book"", and the internet all in one.",ham
bought for my grand daughter and she loves it. She likes to read and this is great for that,ham
For the price she got a nice tablet tha she can use for games pics and videos,ham
Unfortunately I've been using a far superior tablet when I decided to purchase the Amazon Fire tablet. Comparisons are unavoidable. The Amazon Fire works. Amazon only apps are not as numerous as Google. The tablet is not as streamlined as my other tablet.,ham
"I like the kindle fire for all the free games you can get on it. I wanted it for a long time and during the holiday season, I found it on sale and I bought it!",ham
"Made my sisters sons Christmas! Priced right and as expected a very solid performing tablet, thanks again Best Buy!",ham
I bought this on Black Friday for my 9 yr old granddaughter for Christmas and she loves it,spam
paid 39.00 on sale. bought two and 1 week later one will not connect to wifi will have to return.,ham
"Its a good tablet, screen is kind of weird but it does its job. I wish the it had more memory but for the price, I can't expect to much for a inexpensive tablet. But what I do love is that all the apps are free so that's a #SCORE. Great for kids",spam
Price for the device was a great deal and the assistance provided by employees was great.,ham
this was perfect for when the grandchildren are over. we have ten from age 2 thru 13 and they all love it. i even enjoy using it,spam
"I bought this for a gift but kept it for my self. It has basic functioanality, but easy to use. This definitely not for those expecting a powerhouse tablet, but for a child it is great!",ham
First kindle. Only used a few things. It was easy to set up. Now to purchase another for my daughter and see how easy to link.,spam
This is a good value but I purchased a Kindle Fire Black Friday of 2015 and I have to say it has more features and now I am spoiled. It is a 16 gb storage also. I want another one like it in case mine ever quits.,spam
"Have enjoyed this kindle, especially for the price.",ham
Perfect for my child. Only issue I have with it is the advertisements that pop up when you turn it on.,spam
"Christmas present for a 4 year old. Showed her once how to turn it on, how to charge and how to get to the various apps. She is totally capable of operating the device on her own. So easy breezy a 4 year old can use it independently.",spam
I really like this tablet because of the awesome resolution.,ham
Just a great product and the price is very competable,ham
This tablet is perfect for kids. It is inexpensive and durable.,ham
This was bought for a first time user of any type of computer/tablet. He found it very easy to work with and enjoys it very much,spam
Love this tablet for my kids! Great price and fits my 6 year old twins needs.,ham
I ordered my fire HD like a week before Christmas. The day I received it I ordered a case for it on amazon and before I even got the case it fell fro! About 2 ft off the floor on carpet and the screen cracked. I called BestBuy and I was told that I had. Free 6 months protection on it so I made an appointment with geek squad my husband called out of work to take me and when we go they tell me that I don't have any protrvtion plan and that there isn't anything they can do for me. Honestly it got to me because I you can't do anything about it its fine just tell me. But don't male me gp allthe way there and waste my time. Ended up buying a better and bigger tablet. Although my amazon fire still works its screen is all cracked oh well.,spam
"Great gifts for grandchildren.. At the per unit price, I'm grandpa of the year.",ham
Bought this as a Christmas gift for my grandson. He was thrilled to receive it and hasn't put it down. I'm also glad it came with a power cord.,spam
Nice size and easy to use and handy to take along with you.,spam
Really nice and easy to use.It's my first tablet and I love it.,spam
"It wouldn't connect to internet. Tried at home, at a couple of Wi-Fi spots and at the store where I bought it.",spam
Bought for our son as a first tablet. He loves it and connects easily to our home wireless.,spam
"The price on this is great. There are a couple of issues I have with my Kindle but I think it's me not the device. Sometimes when I shut it off I have to hold down the power button as the box that comes up that says ok or cancel does not work for me. The other problem I have is sometimes it does not go back to where I left off in a book. I took it to the store and the tech I had look at it did not have these problems. Other that that I love it. I can travel with it instead of my bulky lap top and have access to my email, movies and books. I purchased a case for it that sets it up so I don't have to hold it and that made me like it even more.",ham
A great place to start in tablet market good value,ham
I love the price of this product. And for the price it gives you Big Bang for the buck. My wife does not use electronics and she has no problem using this.,ham
"Haven't used it much, but so far I like it! Mostly use to play games on.",spam
"Great for web surfing. Easy to learn, easy to master.",ham
"Bought this tablet as a gift and so far they are happy with it. I did the set up and I can tell you it didnt lag or freeze so thats always a plus. It runs on the amazon app store. I dont care for it cause it dont have as many apps as others. Other than that and the low memory, I like it. Personally I download alot of game apps so i need lots of memeory but for my mother in law its just fine. She likes to read books on it, she says its good for that. Also she was able to get the libraries app and download free books so thats a plus.",spam
Pretty slow if you're trying to use it as a full-time tablet. Good as an eReader and sometimes game and Internet usage.,spam
I bought this as a Christmas present for my 12 year old niece. She loves it. She is consistently checking her facebook and playing games from all the apps. SHe a loves it.,spam
Bought for my grandma and she loves it. Very easy and simple to use.,spam
"I currently own 3 Kindles, including this one, so I am very familiar with the Kindle Fire tablets. I love that this new Fire has updated the look and feel. I can add a memory card to download books, movies, photos and games on so I can take them with me when I'm on the go and don't picture, which I love! So for $50, it's a great value. There are only 2 things that I wish this Kindle had: there is no sleep/wake function and it doesn't have the micro hdmi port to connect it to my TV, but again, for the price it's a great product.",ham
"Just needs more memory, but we can handle that. My boys love them!",ham
I am satisfied with the Kindle Fire but would have liked a bigger screen model. Good for playing games.,ham
"Kindle is good. I got one for my husband and sister. They are really enjoying them. It is easy to use for someone who never used one. My reason for not giving 5 stars was completely due to my best buy experience. I live in a small town and drove thirty miles to get to best buy only to find they were completely out. Asked for help at service desk and they seemed put out by me.I wanted them to call another best buy to see if they had any.I was willing to hold them with a credit card in order to get them. They would not do that. I had to drive another 50 miles to pick one up. Just thought best buy should have tried to be more accommodating, but it was Christmas shopping season.",spam
"Bought 2 of these on sale for my grandkids. They love them & they seem to work good. One tablet goes to school the other, if it lasts until next school year, will be going to school also. Good tablet for the money.",ham
"The Amazon Fire pad is a great deal for the price. It works great very responsive, does exactly what I want it to do like Netflix, Google and a few games. It doesn't suck :)",ham
Great little tablet would have got Five stars if you could use it with chromcast,spam
All is well. Haven't heard any complaints. Hopefully he will use it to help with his school work and not just play games with it.,spam
I haven't had one in years and happy for the newer version.,ham
I bought it for my nephew and he loves it is just perfect for works better then his hp tablet.,spam
"Great value for the price, recipient is enjoying it very much!",ham
It is a good tablet for the price and for young children.,ham
I bought this for my sister-in-law for Christmas and she loved it.,ham
Bought this tablet for our 6 year old son for Christmas to play games and take pictures along with a unicorn beetle defender case and it has totally exceeded our expectations! Totally worth the little bit of money you spend!,ham
